date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,value
414,0.503308395,0.000343933,0,1.08511053,0.820747691,0,0.219219466,0.238046553,0.15966986,0,0.640982941,0.110875129,0.000919752,0.408604174,0.605179222,0.359209899,0.204190365,0.494174519,0.182468515,0.433039691,1.06738652,0.7005812,0.320587586,0,0.485023227,0.805617921,0.790794031,0.421547289,0,0,0.622128964,1.08852498,0.598807067,0,0.163425259,0.935760185,1.22173817,0.325819627,0,0.310820334,0.59010564,0.597049412,0.774015249,0.622572333,0.639625556,0.752314215,0.979662568,0.404026719,0,1.8619014,2.58748603,0,1.89086926,0.943186308,1.95840887,1.89700907,2.10088881,2.13405344,2.90345983,2.40156197,1.52738555,3.14185464,2.97664762,2.89085536,2.31850562,3.04453052,1.58761553,2.90406231,2.85376416,2.51335505,1.93227342,1.66489038,1.62910131,2.3265901,0.714895321,0.696000057,1.6685608,1.2654357,0.309601442,0.762583504,0.412388862,0,0.126748083,0,0.363885496,0,0.249395919,0,0,0.113488962,0,0.122718782,0,0,0,0,0.395527786,0.634178697,0,1.07386139,1.65461745,0.050110413,0,0.7668087,0,0,0.680595859,0.319093619,0.421391935,0.798101283,0.386556346,0.895134196,0,0.052436205,0.817310795,0,1.21479844,0.006189875,0,0,0,0,0.423147604,0.449475868,0.167825297,0.519150564,0,0.483898824,0.661113357,0,0.634204083,0.04451879,0,0,0,0,0,0,0,0.408342084,0,0.760603727,0.283846966,0,0.101575621,0,0,1.04834914,0,0.270284874,1.27209334,0,0.101819991,0,0.446205218,0,0,0.741585373,0.292862207,1.21608116,0.03240018,0.868385123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424
415,0.545962084,0.118846609,0,0,1.0347473,0,0,0,0,0.901627384,0.074687544,0.721542296,0,0,1.35967757,0,0.781671404,2.43925684,2.37438374,0,0,0,0,0,0.139015764,0,1.30430677,0.799662583,0.09153182,0,0.454177591,0.258756208,0.193726404,0,1.01454462,0,0,0,0,1.13253117,0,0.002991395,0.875824541,1.82331724,2.87520298,1.37852298,0.955881245,1.44676343,0,0,0,0.782942658,0.078613768,0.572295088,0,0.976819779,0.905928019,0,0.588981805,0.236662188,0,0.94158531,1.47021083,0,0.011512215,0.203143889,0,0,1.46776755,0.730738985,0.142488362,0.16177733,0,1.05916787,0.266125914,0.033654795,0,0.416118345,1.0261306,2.3196847,2.23183105,4.11915343,2.54094555,2.72509347,1.70238968,1.40649251,0.822172228,1.54028978,1.8647388,0,0.784583292,0.880042521,2.58493714,3.39108,4.59427299,2.91252821,3.559227,2.84423163,2.19207799,0.672505926,0.040554289,0.883434042,0,0.676527325,0,1.37190516,0,0.12149902,0.330223708,0,0.843460475,0.00254062,0,0,0,0,0,0,0,0,0.573040256,0,0.220088288,0.361059683,2.0775229,0,0.905599016,1.38595274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431
416,6.14002434,5.67930029,5.1283804,4.51198717,3.85726926,3.19216137,2.54372449,1.936582,1.39155855,0.924612289,0.546127489,0.260607273,0.066775148,0,0,0,0.016737382,0.110850688,0.214087864,0.311402231,0.390426432,0.442168634,0.461396975,0.446699583,0.400233888,0.327203276,0.235119404,0.132923269,0.030046262,0,0,0,0,0,0,0,0,0,0.017419264,0.079812125,0.130792855,0.165651105,0.181480222,0.177386241,0.154500345,0.115799931,0.065760681,0.009876717,0,0,0,0,0,0,0,0,0,0.021714424,0.075282615,0.1216222,0.155732776,0.173743211,0.173300627,0.153824244,0.116601643,0.064718932,0.002830738,0,0,0,0,0,0,0,0,0,0.058953376,0.183466403,0.317227489,0.452530665,0.581381538,0.696070376,0.789721364,0.856776176,0.893375872,0.897613609,0.869641242,0.811624439,0.727552768,0.622922146,0.504316443,0.378922073,0.25401363,0.136449854,0.032217282,0,0,0,0,0,0,0,0,0,0.009657548,0.050303179,0.082290447,0.103194717,0.111797801,0.108114155,0.093313116,0.069547443,0.039705724,0.007111991,0,0,0,0,0,0,0,0,0,0.010037983,0.037604337,0.061030488,0.077863868,0.08631885,0.085455181,0.075276827,0.056741333,0.03167772,0.002619232,0,0,0,0,0,0,0,0,0,0.017645684,0.054237534,0.087144156,0.112545245,0.127133332,0.128476752,0.115322867,0.087810782,0.047569432,0,0,0,0,0,0,0,0,0,0,0.069649945,0.19980576,0.343798214,0.493790854,0.641049183,0.776564475,0.891723439,0.978969994,1.03240422,1.04826704,1.02526708,0.964718454,0.870472986,0.748647697,0.607165793,0.455145876,0.302188168,0.157616771,0.029742409,0,0,0,0,0,0,0,0,0,0.012643373,0.046583337,0.067614554,0.076546559,0.077303816,0.076859868,0.084875916,0.113058529,0.174275808,0.281493541,0.44661082,0.679286484,0.985852574,1.36840801,1.82417507,2.34518349,2.91832348,3.52578158,4.14584349,4.75401964,5.32442238,5.83130316,6.25064296,6.56168312,6.74828575,6.80002336,6.71291636,6.4897615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466
417,0.409949762,0,0,0,0,0.11947937,0.209628201,0,0.34951772,0,0,0,0.103930244,0,0.270907641,0.225747524,0,0.358566034,0,0,0.302942404,0.094865809,0,0.052224097,0,0,0.177419153,0,0.050917945,0.273753339,0.216198489,0,0,0,0.050734542,0.089269798,0,0.116448554,0.049380342,0,0,0.419967862,0.688053316,0.461943858,0.355595701,0,0.027574697,0,0,0,0,0.432453998,0.329113357,0,0,0.733958468,0.679332959,0.427849111,0.192160531,0.427401116,0.587366614,0.017879035,0,0.89107092,2.27100757,2.96921717,1.87874996,0.893751923,1.05195091,1.43654921,0.783628316,0.455798347,0.565474872,1.59780754,2.08487243,1.46816933,1.01540974,1.16274131,2.24750884,2.19146986,0.967680935,0.684589794,0.130189376,0.254428759,0.509310849,0.189176373,0.65873155,0.091357268,0,0.117226314,0,0,0,0.041832669,0.306227911,0.364499128,0.356235444,0,1.13642318,2.18217096,2.36561758,1.27127502,1.16954656,0.958297241,1.039932,0.41018443,0.121462429,1.48438022,2.54793035,2.9396118,2.17695314,2.39205139,2.50591362,2.71323902,3.15278731,3.33189846,3.52167138,2.61487993,1.30322211,0,0.296584653,0.980988737,1.8649959,2.05071591,2.10627016,1.44632145,1.12461505,0.552215513,0.329635096,0.040865381,0.430965,0.149891333,1.04421704,1.19066491,1.35770446,0.89732598,0.08776626,0,0,0.141826375,0,0,0.117710953,0,0,0,0,0.096356165,0.141377208,0.180236118,0.387475091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429
418,1.08262589,1.51719397,0.916507941,0.393278473,0,0.075279104,0,0.113561536,1.3543376,1.7905513,0.790553833,0.379275129,0.944609281,2.03843603,4.00539724,3.39464683,1.88233646,2.13715028,1.39484864,0.981379984,0.489530358,0.037005625,0.213126136,0,0.236722114,0,0.024424837,0.128403239,0,0.193391593,0,0.173358233,0.008912058,0,0.093703227,0,0.224683642,0,0.176506749,0,0,0.214733929,0,1.67049484,0.085117253,2.8203326,6.83299644,0.919226925,0,0.428503723,0.276035853,2.45946205,0.958144925,0.050571193,0.407908504,0,0.135620666,0,0.054280283,0.09555897,0.576017046,0.297274586,0,0.197895699,0,0.061583976,0.011610883,0,0.109591709,0,0.104225718,0,0.020358507,0.026931977,0,0.082553905,0,0.071234841,0.237626255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428
419,2.13375797,3.51601159,5.73235354,6.82912425,7.28677908,5.52936229,4.74422517,2.63274515,0.17146074,0,0,0,0.45930117,1.05476563,1.98000823,3.29450657,3.39706557,2.84057482,2.32213645,0.42249175,0,0.70078157,0.3082188,0,0.50771221,0.51857737,0.11758792,0.67655274,0.13219249,0,0,0.30757644,0.26452531,0.0218718,0,0.24975253,0.12216106,0.38526329,0.389934,0.66981173,0.18497806,0.27427118,0,0,0.32930246,0.22926523,0.15168505,0,0.93331599,0.19514947,0.79622195,0.15158944,0,0,0,0,0.38196266,1.03137597,0.15131,1.29912467,0.04963609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456
420,0.003186179,0.503002433,1.64833627,3.50523618,4.06486176,1.63579429,0,1.99207168,0.313161669,0.59967176,1.41455133,0.497969586,0,0.24140459,0.075425805,0.146127117,0,0.298795095,0,0.233362608,1.10491631,2.719873,1.29089431,1.31749208,1.91021195,1.299554,0.379146813,0.940623763,0.165763589,0,0.447721684,0.528060208,0.792032211,0.163727817,0,0.511204026,0.60834404,1.60723351,2.3388921,0.110960534,2.84868664,0.630193728,0.125286565,0,0.093525709,0.271505942,0.491270216,0,0,0,0.490411389,0.027063111,0.166838416,0.000205292,0.090574992,0.332826515,0.275183192,0,0.647997835,0.219691175,0.912504911,0.547769188,3.3776116,2.71351038,0,0.557867249,0,1.5553811,1.84009369,0.615318474,0,0.317621343,0.631636022,0.175051311,0.2964714,0.186905083,0,0.345891505,0,0.224718355,0,0,0.339557013,0.126464582,0,0,0.258749138,0.842092999,0,0.333808531,0.145437182,0,0,0.769716509,0.50127841,0.56136268,0,0.101486286,0,0.206006089,0.296863808,0.088858671,0.3256639,0.111745173,0.316312733,0.19566609,0,0.949202074,0.119075628,0,1.26028289,0.926081151,0.343515041,0.174192216,0.151910336,0,0,0.324010132,0.382657543,0,0.060931685,2.18849239,0.424662702,0,0.971540458,0.956293658,0,0,0,0.004789395,0,0,0,0.117600471,0.115722053,1.25808401,1.60070067,1.08907843,0.089130254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415
421,0.599041711,0.432126893,0.573013349,0.771035121,0.390026723,0.51537806,0.555064688,1.04683067,1.36831451,1.08036827,0.960910026,1.72745351,1.11050909,0.852585778,0.205991419,0.707958881,0.678820054,0,0.144200202,0.048305758,0.195163938,0.189195222,0,0,0.026302005,0,0,0.654765336,0.488746504,0,0,0.001304654,1.31826354,1.21590251,0.193472792,0.912173181,3.16791926,5.45234484,3.47648861,1.68026077,0.041565166,0.614445136,0.205916265,0,0,0.430550924,0.841908851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432
422,0.083614807,0.198287778,0.093877553,0,0,0.007532622,0.114148165,0.057795681,0,0,0.011987106,0.095024617,0.04379472,0,0,0.016120728,0.08782397,0.036022733,0,0,0.020798611,0.086620775,0.030617922,0,0,0.050231161,0.12082061,0.055878477,0,0,0.09327442,0.147572115,0.032246055,0,0,0.124980543,0.187369609,0.066830498,0.220891788,1.29576147,3.35998817,5.5271059,6.51480759,5.70731945,3.68726872,1.70208843,0.613002324,0.356828619,0.333593895,0.153991408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451
423,1.8773799,0.14923236,0.35413994,0.85979292,16.0657099,0,1.16000253,4.08075142,3.20404035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448
424,0.109224331,1.1160736,0.056283048,0.213683119,0.400432718,0,0.577684146,0.775076691,0.625155732,1.05676975,0.899537087,0.984616027,1.19120561,0.460884716,1.20439383,1.05727426,0.848847824,2.18472284,1.31122571,2.4514528,2.34144267,2.48447023,2.0591418,1.19854307,1.07829522,1.37098329,0.765220699,0.921440658,0.806474047,0.755364968,0.085825991,2.08969644,2.38165972,2.34169016,3.31931113,2.4325175,2.58598477,2.54687212,2.58093828,1.78507116,1.95480437,2.00195675,0.104857174,1.11311026,0.474832787,0.242767075,0.305558149,1.96323957,1.13223579,0.714143285,0.341351427,1.08263625,1.04712816,0.619304917,0.209383532,0.223162672,0,0,0.302625069,0,0,0,0.69208405,0.499375438,0.268838299,0.901049457,1.09399134,0.95855546,1.10632137,0.005814756,0,0,0,0.221477311,0.783399478,0,1.48623634,0.286548844,0.468049967,0.52926497,0.180501927,0,0.074444464,0,0.370245474,0.47270775,0.689783882,0.065084703,1.13087087,0.809945851,0.59987306,0.215992459,0.084172865,1.12712973,0.05272979,0,0,0.048222172,0.688034965,0.455676518,0.435935798,0,0.417904951,0,0.275417495,0,0.405241899,0.243962175,0.164071203,0,0.250653486,0,0.789186728,0.368018825,0.17586536,1.06265321,1.03534584,0,0,0.443421215,0,0,0,0,0.938498288,0,0,0.811799862,0,0.373402717,0,0.267409211,0.624966389,2.02747439,1.13942994,2.04327385,0.386895336,2.95526655,1.45438219,1.03010808,2.19431726,1.19765548,1.32706493,0.419302391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423
425,0.087498704,0.636740294,0.50685129,0.523481475,0.739629237,0.898875453,1.48217768,1.48570979,1.57143769,1.66919062,1.60864825,1.8947231,2.03527283,2.45023554,2.50472216,2.52952591,2.59693557,2.85196216,3.14693485,2.90353101,3.16401899,2.99673058,2.99510066,3.18637683,3.3672113,3.29608589,3.07036341,3.32141902,3.16765444,2.92583911,3.12083768,3.15634676,2.89152774,3.02415953,2.51185782,2.42630744,2.30993551,2.35139384,1.81742372,1.74195389,1.84368719,1.34081948,1.17873374,1.31158111,1.36223392,0.932162249,0.79359597,0.418984677,0.749030432,0.446441434,0.217849654,0.037239036,0,0.054833439,0.145165728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083473678,0,0,0,0.015578945,0.287816164,0.411193924,0,0.339358169,0.454376315,0.158248745,0.294642253,0.32730689,0.197966079,0.191674876,0.354520752,0.494105575,0.501864447,0.147122413,0.582943119,0.236077799,0.297022425,0.471839013,0.504444729,0.294829388,0.293105494,0,0.372667133,0.303924377,0,0,0,0,0,0.007138151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068778624,0.022210873,0.218979004,0.132833331,0,0,0.26161905,0,0.155293338,0,0.383833429,0.381374387,0,0.176657264,0.076247577,0.180111633,0.554493005,0.377078432,0.156937621,0.249384139,0.177438147,0,0.547452592,0.185373782,0.496277514,0.157481933,0.114460001,0.002818009,0.072059482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068870226,0,0.254861605,0,0.287981372,0.018599134,0.388804506,0.376669533,0.519945566,0.107222672,0.276303183,0.704033268,0.176176217,0.187968512,0.687415368,0.174787893,0.386260213,0.361411771,0.693624156,0.50199366,0.389799766,0.479635689,0.420725208,0.42809301,0.230611286,0,0.42398702,0.141813534,0.049974462,0.166005488,0,0,0.010841923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019099839,0.034118409,0,0.243800203,0.431681557,0.404298148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429
426,1.06925009,0.81318795,2.7877976,0.69622409,3.01248705,2.07936463,0.86273184,0,0,0,0.51347572,0,0.30230278,0,0.84353569,0,1.07239218,0,5.27957981,4.43021736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426
427,0.19174684,0.96465585,2.23166704,3.37080124,3.48689132,2.81438818,2.19402953,1.17491141,0.73530283,0.80478315,0.43018919,0,0.10872392,0,0,0,0.29924376,0.11781527,0,0,0,0.36316395,0.17741256,0.13178034,0,0,0,0.32926821,0.19994926,0.28201363,0,0.05994334,0.04601668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418
428,0.450940594,0.390464491,0,0.71756467,2.15277154,3.39787457,2.90516629,1.72099412,1.62910597,0,0,0,0,0.762629381,0,1.03036198,0.201415685,0,0,0,0,0.667429897,0,0.05303607,0.513782794,1.216779,1.71741157,0.626243551,0.016845297,0,1.3945476,0.080689127,0,0.093687296,0,1.16530958,0.472442365,2.03250297,1.90824604,0.275441176,0.491979268,0,0,0,0,0,1.65224157,0,0.730869985,0,0.801977656,1.7026091,0,0,0,1.03514285,0.397904621,0.397401601,1.132248,1.85380905,1.58846012,1.13950373,0.091281954,0.043362095,0,0,0,0,0,0.559004676,0.307221993,0,0.676815808,0.216288152,0,0.598390246,1.76698995,0,1.04059864,0,0.050186318,0,0.489103405,1.0572598,0.8698146,0,0.424539693,0.016877057,0.40330014,1.47627878,1.69682228,4.21049937,2.3134338,0.121168344,0,0.343529577,0,0.456791532,0,0,0,0,0,0,0,0,0.421916796,2.1181686,2.92796739,2.96229625,3.61449416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423
429,2.96214581,0,0,0,0.15790739,2.905878,0,0,0,0.90044402,0,0.09419111,0,0,0,0,0.65664204,0,2.75135922,2.56614672,4.75726392,6.61446648,5.1954713,2.21558982,0,0.53713075,0.87105818,0.25420173,0,0.82981557,0,2.27485174,2.28631949,0.83493977,0,2.28085175,0.84212531,2.64550538,0,0,1.07765591,1.14089463,0,0.61756211,0,0,0,0.31896176,0.6978242,0.59357171,0.24999509,3.00991189,0.15659456,0.13485357,0,0,0.92966083,0,1.34507063,0,0,0,0,1.0545609,2.38282986,0,2.32753144,0.18281224,0.33289123,0.6369707,0.43322605,0,0,0,3.9121174,2.47603242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447
