交易日期,变量1,变量2,变量3,变量4,变量5
2011/10/25,2409.67,2427.48,2435.61,2473.41,2468.25
2011/10/26,2427.48,2435.61,2473.41,2468.25,2470.02
2011/10/27,2435.61,2473.41,2468.25,2470.02,2504.11
2011/10/28,2473.41,2468.25,2470.02,2504.11,2508.09
2011/10/31,2468.25,2470.02,2504.11,2508.09,2528.29
2011/11/1,2470.02,2504.11,2508.09,2528.29,2509.8
2011/11/2,2504.11,2508.09,2528.29,2509.8,2503.84
2011/11/3,2508.09,2528.29,2509.8,2503.84,2524.92
2011/11/4,2528.29,2509.8,2503.84,2524.92,2479.54
2011/11/7,2509.8,2503.84,2524.92,2479.54,2481.08
2011/11/8,2503.84,2524.92,2479.54,2481.08,2528.71
2011/11/9,2524.92,2479.54,2481.08,2528.71,2529.76
2011/11/10,2479.54,2481.08,2528.71,2529.76,2466.96
2011/11/11,2481.08,2528.71,2529.76,2466.96,2463.05
2011/11/14,2528.71,2529.76,2466.96,2463.05,2416.56
2011/11/15,2529.76,2466.96,2463.05,2416.56,2415.13
2011/11/16,2466.96,2463.05,2416.56,2415.13,2412.63
2011/11/17,2463.05,2416.56,2415.13,2412.63,2395.07
2011/11/18,2416.56,2415.13,2412.63,2395.07,2397.55
2011/11/21,2415.13,2412.63,2395.07,2397.55,2380.22
2011/11/22,2412.63,2395.07,2397.55,2380.22,2383.03
2011/11/23,2395.07,2397.55,2380.22,2383.03,2412.39
2011/11/24,2397.55,2380.22,2383.03,2412.39,2333.41
2011/11/25,2380.22,2383.03,2412.39,2333.41,2386.86
2011/11/28,2383.03,2412.39,2333.41,2386.86,2360.66
2011/11/29,2412.39,2333.41,2386.86,2360.66,2333.23
2011/11/30,2333.41,2386.86,2360.66,2333.23,2325.91
2011/12/1,2386.86,2360.66,2333.23,2325.91,2332.73
2011/12/2,2360.66,2333.23,2325.91,2332.73,2329.82
2011/12/5,2333.23,2325.91,2332.73,2329.82,2315.27
2011/12/6,2325.91,2332.73,2329.82,2315.27,2291.55
2011/12/7,2332.73,2329.82,2315.27,2291.55,2248.59
2011/12/8,2329.82,2315.27,2291.55,2248.59,2228.53
2011/12/9,2315.27,2291.55,2248.59,2228.53,2180.9
2011/12/12,2291.55,2248.59,2228.53,2180.9,2224.84
2011/12/13,2248.59,2228.53,2180.9,2224.84,2218.24
2011/12/14,2228.53,2180.9,2224.84,2218.24,2215.93
2011/12/15,2180.9,2224.84,2218.24,2215.93,2191.15
2011/12/16,2224.84,2218.24,2215.93,2191.15,2186.3
2011/12/19,2218.24,2215.93,2191.15,2186.3,2204.78
2011/12/20,2215.93,2191.15,2186.3,2204.78,2190.11
2011/12/21,2191.15,2186.3,2204.78,2190.11,2166.21
2011/12/22,2186.3,2204.78,2190.11,2166.21,2170.01
2011/12/23,2204.78,2190.11,2166.21,2170.01,2173.56
2011/12/26,2190.11,2166.21,2170.01,2173.56,2199.42
2011/12/27,2166.21,2170.01,2173.56,2199.42,2169.39
2011/12/28,2170.01,2173.56,2199.42,2169.39,2148.45
2011/12/29,2173.56,2199.42,2169.39,2148.45,2163.4
2011/12/30,2199.42,2169.39,2148.45,2163.4,2225.89
2012/1/4,2169.39,2148.45,2163.4,2225.89,2285.74
2012/1/5,2148.45,2163.4,2225.89,2285.74,2276.05
2012/1/6,2163.4,2225.89,2285.74,2276.05,2275.01
2012/1/9,2225.89,2285.74,2276.05,2275.01,2244.58
2012/1/10,2285.74,2276.05,2275.01,2244.58,2206.19
2012/1/11,2276.05,2275.01,2244.58,2206.19,2298.38
2012/1/12,2275.01,2244.58,2206.19,2298.38,2266.38
2012/1/13,2244.58,2206.19,2298.38,2266.38,2296.08
2012/1/16,2206.19,2298.38,2266.38,2296.08,2319.12
2012/1/17,2298.38,2266.38,2296.08,2319.12,2285.04
2012/1/18,2266.38,2296.08,2319.12,2285.04,2292.61
2012/1/19,2296.08,2319.12,2285.04,2292.61,2268.08
2012/1/20,2319.12,2285.04,2292.61,2268.08,2312.56
2012/1/30,2285.04,2292.61,2268.08,2312.56,2330.41
2012/1/31,2292.61,2268.08,2312.56,2330.41,2331.14
2012/2/1,2268.08,2312.56,2330.41,2331.14,2291.9
2012/2/2,2312.56,2330.41,2331.14,2291.9,2347.53
2012/2/3,2330.41,2331.14,2291.9,2347.53,2349.59
2012/2/6,2331.14,2291.9,2347.53,2349.59,2351.98
2012/2/7,2291.9,2347.53,2349.59,2351.98,2351.86
2012/2/8,2347.53,2349.59,2351.98,2351.86,2344.77
2012/2/9,2349.59,2351.98,2351.86,2344.77,2366.7
2012/2/10,2351.98,2351.86,2344.77,2366.7,2356.86
2012/2/13,2351.86,2344.77,2366.7,2356.86,2357.18
2012/2/14,2344.77,2366.7,2356.86,2357.18,2363.6
2012/2/15,2366.7,2356.86,2357.18,2363.6,2381.43
2012/2/16,2356.86,2357.18,2363.6,2381.43,2403.59
2012/2/17,2357.18,2363.6,2381.43,2403.59,2409.55
2012/2/20,2363.6,2381.43,2403.59,2409.55,2439.63
2012/2/21,2381.43,2403.59,2409.55,2439.63,2447.06
2012/2/22,2403.59,2409.55,2439.63,2447.06,2451.86
2012/2/23,2409.55,2439.63,2447.06,2451.86,2428.49
2012/2/24,2439.63,2447.06,2451.86,2428.49,2426.12
2012/2/27,2447.06,2451.86,2428.49,2426.12,2460.69
2012/2/28,2451.86,2428.49,2426.12,2460.69,2445
2012/2/29,2428.49,2426.12,2460.69,2445,2410.45
2012/3/1,2426.12,2460.69,2445,2410.45,2394.79
2012/3/2,2460.69,2445,2410.45,2394.79,2420.28
2012/3/5,2445,2410.45,2394.79,2420.28,2439.46
2012/3/6,2410.45,2394.79,2420.28,2439.46,2434.86
2012/3/7,2394.79,2420.28,2439.46,2434.86,2455.8
2012/3/8,2420.28,2439.46,2434.86,2455.8,2391.23
2012/3/9,2439.46,2434.86,2455.8,2391.23,2373.77
2012/3/12,2434.86,2455.8,2391.23,2373.77,2404.74
2012/3/13,2455.8,2391.23,2373.77,2404.74,2410.18
2012/3/14,2391.23,2373.77,2404.74,2410.18,2376.84
2012/3/15,2373.77,2404.74,2410.18,2376.84,2378.2
2012/3/16,2404.74,2410.18,2376.84,2378.2,2375.77
2012/3/19,2410.18,2376.84,2378.2,2375.77,2349.54
2012/3/20,2376.84,2378.2,2375.77,2349.54,2350.6
2012/3/21,2378.2,2375.77,2349.54,2350.6,2347.18
2012/3/22,2375.77,2349.54,2350.6,2347.18,2284.881
2012/3/23,2349.54,2350.6,2347.18,2284.881,2252.16
2012/3/26,2350.6,2347.18,2284.881,2252.16,2262.788
2012/3/27,2347.18,2284.881,2252.16,2262.788,2302.241
2012/3/28,2284.881,2252.16,2262.788,2302.241,2306.553
2012/3/29,2252.16,2262.788,2302.241,2306.553,2285.777
2012/3/30,2262.788,2302.241,2306.553,2285.777,2305.863
2012/4/5,2302.241,2306.553,2285.777,2305.863,2308.925
2012/4/6,2306.553,2285.777,2305.863,2308.925,2350.864
2012/4/9,2285.777,2305.863,2308.925,2350.864,2359.161
2012/4/10,2305.863,2308.925,2350.864,2359.161,2357.026
2012/4/11,2308.925,2350.864,2359.161,2357.026,2334.985
2012/4/12,2350.864,2359.161,2357.026,2334.985,2380.848
2012/4/13,2359.161,2357.026,2334.985,2380.848,2378.634
2012/4/16,2357.026,2334.985,2380.848,2378.634,2406.863
2012/4/17,2334.985,2380.848,2378.634,2406.863,2388.588
2012/4/18,2380.848,2378.634,2406.863,2388.588,2388.834
2012/4/19,2378.634,2406.863,2388.588,2388.834,2406.813
2012/4/20,2406.863,2388.588,2388.834,2406.813,2404.697
2012/4/23,2388.588,2388.834,2406.813,2404.697,2396.316
2012/4/24,2388.834,2406.813,2404.697,2396.316,2438.436
2012/4/25,2406.813,2404.697,2396.316,2438.436,2440.08
2012/4/26,2404.697,2396.316,2438.436,2440.08,2452.014
2012/4/27,2396.316,2438.436,2440.08,2452.014,2451.947
2012/5/2,2438.436,2440.08,2452.014,2451.947,2448.884
2012/5/3,2440.08,2452.014,2451.947,2448.884,2408.587
2012/5/4,2452.014,2451.947,2448.884,2408.587,2410.23
2012/5/7,2451.947,2448.884,2408.587,2410.23,2394.983
2012/5/8,2448.884,2408.587,2410.23,2394.983,2380.725
2012/5/9,2408.587,2410.23,2394.983,2380.725,2374.843
2012/5/10,2410.23,2394.983,2380.725,2374.843,2346.192
2012/5/11,2394.983,2380.725,2374.843,2346.192,2378.886
2012/5/14,2380.725,2374.843,2346.192,2378.886,2344.52
2012/5/15,2374.843,2346.192,2378.886,2344.52,2348.3
2012/5/16,2346.192,2378.886,2344.52,2348.3,2373.307
2012/5/17,2378.886,2344.52,2348.3,2373.307,2363.437
2012/5/18,2344.52,2348.3,2373.307,2363.437,2350.973
2012/5/21,2348.3,2373.307,2363.437,2350.973,2333.553
2012/5/22,2373.307,2363.437,2350.973,2333.553,2361.367
2012/5/23,2363.437,2350.973,2333.553,2361.367,2389.636
2012/5/24,2350.973,2333.553,2361.367,2389.636,2384.668
2012/5/25,2333.553,2361.367,2389.636,2384.668,2372.234
2012/5/28,2361.367,2389.636,2384.668,2372.234,2373.436
2012/5/29,2389.636,2384.668,2372.234,2373.436,2308.55
2012/5/30,2384.668,2372.234,2373.436,2308.55,2311.916
2012/5/31,2372.234,2373.436,2308.55,2311.916,2309.555
2012/6/1,2373.436,2308.55,2311.916,2309.555,2293.13
2012/6/4,2308.55,2311.916,2309.555,2293.13,2281.447
2012/6/5,2311.916,2309.555,2293.13,2281.447,2305.856
2012/6/6,2309.555,2293.13,2281.447,2305.856,2289.791
2012/6/7,2293.13,2281.447,2305.856,2289.791,2318.924
2012/6/8,2281.447,2305.856,2289.791,2318.924,2295.946
2012/6/11,2305.856,2289.791,2318.924,2295.946,2306.85
2012/6/12,2289.791,2318.924,2295.946,2306.85,2316.052
2012/6/13,2318.924,2295.946,2306.85,2316.052,2300.795
2012/6/14,2295.946,2306.85,2316.052,2300.795,2292.877
2012/6/15,2306.85,2316.052,2300.795,2292.877,2260.877
2012/6/18,2316.052,2300.795,2292.877,2260.877,2224.114
2012/6/19,2300.795,2292.877,2260.877,2224.114,2222.067
2012/6/20,2292.877,2260.877,2224.114,2222.067,2216.934
2012/6/21,2260.877,2224.114,2222.067,2216.934,2195.843
2012/6/25,2224.114,2222.067,2216.934,2195.843,2225.431
2012/6/26,2222.067,2216.934,2195.843,2225.431,2226.11
2012/6/27,2216.934,2195.843,2225.431,2226.11,2229.193
2012/6/28,2195.843,2225.431,2226.11,2229.193,2227.315
2012/6/29,2225.431,2226.11,2229.193,2227.315,2201.353
2012/7/2,2226.11,2229.193,2227.315,2201.353,2223.579
2012/7/3,2229.193,2227.315,2201.353,2223.579,2170.814
2012/7/4,2227.315,2201.353,2223.579,2170.814,2164.437
2012/7/5,2201.353,2223.579,2170.814,2164.437,2175.383
2012/7/6,2223.579,2170.814,2164.437,2175.383,2185.491
2012/7/9,2170.814,2164.437,2175.383,2185.491,2185.895
2012/7/10,2164.437,2175.383,2185.491,2185.895,2147.955
2012/7/11,2175.383,2185.491,2185.895,2147.955,2161.186
2012/7/12,2185.491,2185.895,2147.955,2161.186,2169.099
2012/7/13,2185.895,2147.955,2161.186,2169.099,2184.841
2012/7/16,2147.955,2161.186,2169.099,2184.841,2168.638
2012/7/17,2161.186,2169.099,2184.841,2168.638,2141.402
2012/7/18,2169.099,2184.841,2168.638,2141.402,2146.589
2012/7/19,2184.841,2168.638,2141.402,2146.589,2136.151
2012/7/20,2168.638,2141.402,2146.589,2136.151,2126.004
2012/7/23,2141.402,2146.589,2136.151,2126.004,2128.765
2012/7/24,2146.589,2136.151,2126.004,2128.765,2109.914
2012/7/25,2136.151,2126.004,2128.765,2109.914,2103.634
2012/7/26,2126.004,2128.765,2109.914,2103.634,2123.36
2012/7/27,2128.765,2109.914,2103.634,2123.36,2111.182
2012/7/30,2109.914,2103.634,2123.36,2111.182,2132.796
2012/7/31,2103.634,2123.36,2111.182,2132.796,2154.916
2012/8/1,2123.36,2111.182,2132.796,2154.916,2157.62
2012/8/2,2111.182,2132.796,2154.916,2157.62,2160.99
2012/8/3,2132.796,2154.916,2157.62,2160.99,2174.102
2012/8/6,2154.916,2157.62,2160.99,2174.102,2168.814
2012/8/7,2157.62,2160.99,2174.102,2168.814,2136.078
2012/8/8,2160.99,2174.102,2168.814,2136.078,2142.525
2012/8/9,2174.102,2168.814,2136.078,2142.525,2118.945
2012/8/10,2168.814,2136.078,2142.525,2118.945,2112.197
2012/8/13,2136.078,2142.525,2118.945,2112.197,2114.891
2012/8/14,2142.525,2118.945,2112.197,2114.891,2106.957
2012/8/15,2118.945,2112.197,2114.891,2106.957,2118.268
2012/8/16,2112.197,2114.891,2106.957,2118.268,2107.711
2012/8/17,2114.891,2106.957,2118.268,2107.711,2113.072
2012/8/20,2106.957,2118.268,2107.711,2113.072,2092.104
2012/8/21,2118.268,2107.711,2113.072,2092.104,2055.708
2012/8/22,2107.711,2113.072,2092.104,2055.708,2073.154
2012/8/23,2113.072,2092.104,2055.708,2073.154,2053.235
2012/8/24,2092.104,2055.708,2073.154,2053.235,2052.585
2012/8/27,2055.708,2073.154,2053.235,2052.585,2047.522
2012/8/28,2073.154,2053.235,2052.585,2047.522,2059.147
2012/8/29,2053.235,2052.585,2047.522,2059.147,2043.649
2012/8/30,2052.585,2047.522,2059.147,2043.649,2037.681
2012/8/31,2047.522,2059.147,2043.649,2037.681,2051.918
2012/9/3,2059.147,2043.649,2037.681,2051.918,2127.762
2012/9/4,2043.649,2037.681,2051.918,2127.762,2134.893
2012/9/5,2037.681,2051.918,2127.762,2134.893,2120.554
2012/9/6,2051.918,2127.762,2134.893,2120.554,2126.554
2012/9/7,2127.762,2134.893,2120.554,2126.554,2110.379
2012/9/10,2134.893,2120.554,2126.554,2110.379,2123.847
2012/9/11,2120.554,2126.554,2110.379,2123.847,2078.5
2012/9/12,2126.554,2110.379,2123.847,2078.5,2059.543
2012/9/13,2110.379,2123.847,2078.5,2059.543,2067.831
2012/9/14,2123.847,2078.5,2059.543,2067.831,2024.837
2012/9/17,2078.5,2059.543,2067.831,2024.837,2026.69
2012/9/18,2059.543,2067.831,2024.837,2026.69,2033.192
2012/9/19,2067.831,2024.837,2026.69,2033.192,2029.293
2012/9/20,2024.837,2026.69,2033.192,2029.293,2004.172
2012/9/21,2026.69,2033.192,2029.293,2004.172,2056.323
2012/9/24,2033.192,2029.293,2004.172,2056.323,2086.169
2012/9/25,2029.293,2004.172,2056.323,2086.169,2074.419
2012/9/26,2004.172,2056.323,2086.169,2074.419,2115.23
2012/9/27,2056.323,2086.169,2074.419,2115.23,2119.942
2012/9/28,2086.169,2074.419,2115.23,2119.942,2102.868
2012/10/8,2074.419,2115.23,2119.942,2102.868,2104.932
2012/10/9,2115.23,2119.942,2102.868,2104.932,2098.703
2012/10/10,2119.942,2102.868,2104.932,2098.703,2098.808
2012/10/11,2102.868,2104.932,2098.703,2098.808,2105.618
2012/10/12,2104.932,2098.703,2098.808,2105.618,2131.688
2012/10/15,2098.703,2098.808,2105.618,2131.688,2128.302
2012/10/16,2098.808,2105.618,2131.688,2128.302,2132.758
2012/10/17,2105.618,2131.688,2128.302,2132.758,2114.447
2012/10/18,2131.688,2128.302,2132.758,2114.447,2115.99
2012/10/19,2128.302,2132.758,2114.447,2115.99,2101.58
2012/10/22,2132.758,2114.447,2115.99,2101.58,2066.209
2012/10/23,2114.447,2115.99,2101.58,2066.209,2058.943
2012/10/24,2115.99,2101.58,2066.209,2058.943,2062.347
2012/10/25,2101.58,2066.209,2058.943,2062.347,2068.88
2012/10/26,2066.209,2058.943,2062.347,2068.88,2104.428
2012/10/29,2058.943,2062.347,2068.88,2104.428,2117.046
2012/10/30,2062.347,2068.88,2104.428,2117.046,2114.027
2012/10/31,2068.88,2104.428,2117.046,2114.027,2105.999
2012/11/1,2104.428,2117.046,2114.027,2105.999,2105.73
2012/11/2,2117.046,2114.027,2105.999,2105.73,2071.509
2012/11/5,2114.027,2105.999,2105.73,2071.509,2069.067
2012/11/6,2105.999,2105.73,2071.509,2069.067,2079.274
2012/11/7,2105.73,2071.509,2069.067,2079.274,2047.889
2012/11/8,2071.509,2069.067,2079.274,2047.889,2055.419
2012/11/9,2069.067,2079.274,2047.889,2055.419,2030.29
2012/11/12,2079.274,2047.889,2055.419,2030.29,2014.725
2012/11/13,2047.889,2055.419,2030.29,2014.725,2016.982
2012/11/14,2055.419,2030.29,2014.725,2016.982,2008.923
2012/11/15,2030.29,2014.725,2016.982,2008.923,2030.319
2012/11/16,2014.725,2016.982,2008.923,2030.319,2015.611
2012/11/19,2016.982,2008.923,2030.319,2015.611,2027.384
2012/11/20,2008.923,2030.319,2015.611,2027.384,2017.464
2012/11/21,2030.319,2015.611,2027.384,2017.464,1991.165
2012/11/22,2015.611,2027.384,2017.464,1991.165,1973.523
2012/11/23,2027.384,2017.464,1991.165,1973.523,1963.488
2012/11/26,2017.464,1991.165,1973.523,1963.488,1980.117
2012/11/27,1991.165,1973.523,1963.488,1980.117,1959.767
2012/11/28,1973.523,1963.488,1980.117,1959.767,1975.143
2012/11/29,1963.488,1980.117,1959.767,1975.143,2031.907
2012/11/30,1980.117,1959.767,1975.143,2031.907,2029.237
2012/12/3,1959.767,1975.143,2031.907,2029.237,2061.786
2012/12/4,1975.143,2031.907,2029.237,2061.786,2083.77
2012/12/5,2031.907,2029.237,2061.786,2083.77,2074.704
2012/12/6,2029.237,2061.786,2083.77,2074.704,2082.726
2012/12/7,2061.786,2083.77,2074.704,2082.726,2061.476
2012/12/10,2083.77,2074.704,2082.726,2061.476,2150.625
2012/12/11,2074.704,2082.726,2061.476,2150.625,2160.342
2012/12/12,2082.726,2061.476,2150.625,2160.342,2162.464
2012/12/13,2061.476,2150.625,2160.342,2162.464,2162.239
2012/12/14,2150.625,2160.342,2162.464,2162.239,2168.353
2012/12/17,2160.342,2162.464,2162.239,2168.353,2153.31
2012/12/18,2162.464,2162.239,2168.353,2153.31,2159.053
2012/12/19,2162.239,2168.353,2153.31,2159.053,2213.611
2012/12/20,2168.353,2153.31,2159.053,2213.611,2219.132
2012/12/21,2153.31,2159.053,2213.611,2219.132,2205.897
2012/12/24,2159.053,2213.611,2219.132,2205.897,2233.252
2012/12/25,2213.611,2219.132,2205.897,2233.252,2269.128
2012/12/26,2219.132,2205.897,2233.252,2269.128,2276.992
2012/12/27,2205.897,2233.252,2269.128,2276.992,2285.364
2012/12/28,2233.252,2269.128,2276.992,2285.364,2276.07
2012/12/31,2269.128,2276.992,2285.364,2276.07,2275.34
2013/1/4,2276.992,2285.364,2276.07,2275.34,2283.658
2013/1/7,2285.364,2276.07,2275.34,2283.658,2242.997
2013/1/8,2276.07,2275.34,2283.658,2242.997,2311.74
2013/1/9,2275.34,2283.658,2242.997,2311.74,2325.682
2013/1/10,2283.658,2242.997,2311.74,2325.682,2309.499
2013/1/11,2242.997,2311.74,2325.682,2309.499,2284.909
2013/1/14,2311.74,2325.682,2309.499,2284.909,2317.07
2013/1/15,2325.682,2309.499,2284.909,2317.07,2328.221
2013/1/16,2309.499,2284.909,2317.07,2328.221,2315.139
2013/1/17,2284.909,2317.07,2328.221,2315.139,2320.911
2013/1/18,2317.07,2328.221,2315.139,2320.911,2302.598
2013/1/21,2328.221,2315.139,2320.911,2302.598,2291.304
2013/1/22,2315.139,2320.911,2302.598,2291.304,2346.505
2013/1/23,2320.911,2302.598,2291.304,2346.505,2358.977
2013/1/24,2302.598,2291.304,2346.505,2358.977,2382.475
2013/1/25,2291.304,2346.505,2358.977,2382.475,2385.422
2013/1/28,2346.505,2358.977,2382.475,2385.422,2419.02
2013/1/29,2358.977,2382.475,2385.422,2419.02,2428.154
2013/1/30,2382.475,2385.422,2419.02,2428.154,2433.13
2013/1/31,2385.422,2419.02,2428.154,2433.13,2434.477
2013/2/1,2419.02,2428.154,2433.13,2434.477,2418.53
2013/2/4,2428.154,2433.13,2434.477,2418.53,2432.402
2013/2/5,2433.13,2434.477,2418.53,2432.402,2421.558
2013/2/6,2434.477,2418.53,2432.402,2421.558,2382.914
2013/2/7,2418.53,2432.402,2421.558,2382.914,2397.178
2013/2/8,2432.402,2421.558,2382.914,2397.178,2325.951
2013/2/18,2421.558,2382.914,2397.178,2325.951,2314.164
2013/2/19,2382.914,2397.178,2325.951,2314.164,2325.819
2013/2/20,2397.178,2325.951,2314.164,2325.819,2293.341
2013/2/21,2325.951,2314.164,2325.819,2293.341,2313.22
2013/2/22,2314.164,2325.819,2293.341,2313.22,2365.593
2013/2/25,2325.819,2293.341,2313.22,2365.593,2359.506
2013/2/26,2293.341,2313.22,2365.593,2359.506,2273.404
2013/2/27,2313.22,2365.593,2359.506,2273.404,2326.306
2013/2/28,2365.593,2359.506,2273.404,2326.306,2347.179
2013/3/1,2359.506,2273.404,2326.306,2347.179,2324.293
2013/3/4,2273.404,2326.306,2347.179,2324.293,2318.611
2013/3/5,2326.306,2347.179,2324.293,2318.611,2310.593
2013/3/6,2347.179,2324.293,2318.611,2310.593,2286.605
2013/3/7,2324.293,2318.611,2310.593,2286.605,2263.968
2013/3/8,2318.611,2310.593,2286.605,2263.968,2270.277
2013/3/11,2310.593,2286.605,2263.968,2270.277,2278.401
2013/3/12,2286.605,2263.968,2270.277,2278.401,2240.016
2013/3/13,2263.968,2270.277,2278.401,2240.016,2257.434
2013/3/14,2270.277,2278.401,2240.016,2257.434,2317.374
2013/3/15,2278.401,2240.016,2257.434,2317.374,2324.242
2013/3/18,2240.016,2257.434,2317.374,2324.242,2328.278
2013/3/19,2257.434,2317.374,2324.242,2328.278,2326.715
2013/3/20,2317.374,2324.242,2328.278,2326.715,2297.669
2013/3/21,2324.242,2328.278,2326.715,2297.669,2301.259
2013/3/22,2328.278,2326.715,2297.669,2301.259,2236.302
2013/3/25,2326.715,2297.669,2301.259,2236.302,2236.621
2013/3/26,2297.669,2301.259,2236.302,2236.621,2234.395
2013/3/27,2301.259,2236.302,2236.621,2234.395,2227.74
2013/3/28,2236.302,2236.621,2234.395,2227.74,2225.295
2013/3/29,2236.621,2234.395,2227.74,2225.295,2211.592
2013/4/1,2234.395,2227.74,2225.295,2211.592,2225.775
2013/4/2,2227.74,2225.295,2211.592,2225.775,2226.126
2013/4/3,2225.295,2211.592,2225.775,2226.126,2219.553
2013/4/8,2211.592,2225.775,2226.126,2219.553,2206.78
2013/4/9,2225.775,2226.126,2219.553,2206.78,2181.942
2013/4/10,2226.126,2219.553,2206.78,2181.942,2194.846
2013/4/11,2219.553,2206.78,2181.942,2194.846,2193.796
2013/4/12,2206.78,2181.942,2194.846,2193.796,2197.602
2013/4/15,2181.942,2194.846,2193.796,2197.602,2244.643
2013/4/16,2194.846,2193.796,2197.602,2244.643,2242.169
2013/4/17,2193.796,2197.602,2244.643,2242.169,2184.538
2013/4/18,2197.602,2244.643,2242.169,2184.538,2218.318
2013/4/19,2244.643,2242.169,2184.538,2218.318,2199.307
2013/4/22,2242.169,2184.538,2218.318,2199.307,2177.912
2013/4/23,2184.538,2218.318,2199.307,2177.912,2174.123
2013/4/24,2218.318,2199.307,2177.912,2174.123,2205.497
2013/4/25,2199.307,2177.912,2174.123,2205.497,2231.166
2013/4/26,2177.912,2174.123,2205.497,2231.166,2235.575
2013/5/2,2174.123,2205.497,2231.166,2235.575,2246.3
2013/5/3,2205.497,2231.166,2235.575,2246.3,2232.971
2013/5/6,2231.166,2235.575,2246.3,2232.971,2246.831
2013/5/7,2235.575,2246.3,2232.971,2246.831,2241.92
2013/5/8,2246.3,2232.971,2246.831,2241.92,2217.01
2013/5/9,2232.971,2246.831,2241.92,2217.01,2224.797
2013/5/10,2246.831,2241.92,2217.01,2224.797,2251.806
2013/5/13,2241.92,2217.01,2224.797,2251.806,2282.87
2013/5/14,2217.01,2224.797,2251.806,2282.87,2299.986
2013/5/15,2224.797,2251.806,2282.87,2299.986,2305.114
2013/5/16,2251.806,2282.87,2299.986,2305.114,2302.403
2013/5/17,2282.87,2299.986,2305.114,2302.403,2275.667
2013/5/20,2299.986,2305.114,2302.403,2275.667,2288.533
2013/5/21,2305.114,2302.403,2275.667,2288.533,2293.077
2013/5/22,2302.403,2275.667,2288.533,2293.077,2321.318
2013/5/23,2275.667,2288.533,2293.077,2321.318,2324.017
2013/5/24,2288.533,2293.077,2321.318,2324.017,2317.749
2013/5/27,2293.077,2321.318,2324.017,2317.749,2300.595
2013/5/28,2321.318,2324.017,2317.749,2300.595,2299.252
2013/5/29,2324.017,2317.749,2300.595,2299.252,2272.416
2013/5/30,2317.749,2300.595,2299.252,2272.416,2270.931
2013/5/31,2300.595,2299.252,2272.416,2270.931,2242.11
2013/6/3,2299.252,2272.416,2270.931,2242.11,2210.898
2013/6/4,2272.416,2270.931,2242.11,2210.898,2148.355
2013/6/5,2270.931,2242.11,2210.898,2148.355,2162.041
2013/6/6,2242.11,2210.898,2148.355,2162.041,2156.215
2013/6/7,2210.898,2148.355,2162.041,2156.215,2159.291
2013/6/13,2148.355,2162.041,2156.215,2159.291,2143.454
2013/6/14,2162.041,2156.215,2159.291,2143.454,2084.021
2013/6/17,2156.215,2159.291,2143.454,2084.021,2073.095
2013/6/18,2159.291,2143.454,2084.021,2073.095,1963.235
2013/6/19,2143.454,2084.021,2073.095,1963.235,1959.508
2013/6/20,2084.021,2073.095,1963.235,1959.508,1951.495
2013/6/21,2073.095,1963.235,1959.508,1951.495,1950.013
2013/6/24,1963.235,1959.508,1951.495,1950.013,1979.206
2013/6/25,1959.508,1951.495,1950.013,1979.206,1995.242
2013/6/26,1951.495,1950.013,1979.206,1995.242,2006.56
2013/6/27,1950.013,1979.206,1995.242,2006.56,1994.268
2013/6/28,1979.206,1995.242,2006.56,1994.268,2006.098
2013/7/1,1995.242,2006.56,1994.268,2006.098,2007.199
2013/7/2,2006.56,1994.268,2006.098,2007.199,1958.273
2013/7/3,1994.268,2006.098,2007.199,1958.273,1965.454
2013/7/4,2006.098,2007.199,1958.273,1965.454,2008.126
2013/7/5,2007.199,1958.273,1965.454,2008.126,2072.991
2013/7/8,1958.273,1965.454,2008.126,2072.991,2039.486
2013/7/9,1965.454,2008.126,2072.991,2039.486,2059.39
2013/7/10,2008.126,2072.991,2039.486,2059.39,2065.72
2013/7/11,2072.991,2039.486,2059.39,2065.72,2044.922
2013/7/12,2039.486,2059.39,2065.72,2044.922,2023.396
2013/7/15,2059.39,2065.72,2044.922,2023.396,1992.648
2013/7/16,2065.72,2044.922,2023.396,1992.648,2004.762
2013/7/17,2044.922,2023.396,1992.648,2004.762,2043.876
2013/7/18,2023.396,1992.648,2004.762,2043.876,2033.329
2013/7/19,1992.648,2004.762,2043.876,2033.329,2021.174
2013/7/22,2004.762,2043.876,2033.329,2021.174,2010.85
2013/7/23,2043.876,2033.329,2021.174,2010.85,1976.306
2013/7/24,2033.329,2021.174,2010.85,1976.306,1990.064
2013/7/25,2021.174,2010.85,1976.306,1990.064,1993.799
2013/7/26,2010.85,1976.306,1990.064,1993.799,2029.067
2013/7/29,1976.306,1990.064,1993.799,2029.067,2029.418
2013/7/30,1990.064,1993.799,2029.067,2029.418,2050.481
2013/7/31,1993.799,2029.067,2029.418,2050.481,2060.5
2013/8/1,2029.067,2029.418,2050.481,2060.5,2046.778
2013/8/2,2029.418,2050.481,2060.5,2046.778,2044.895
2013/8/5,2050.481,2060.5,2046.778,2044.895,2052.235
2013/8/6,2060.5,2046.778,2044.895,2052.235,2101.283
2013/8/7,2046.778,2044.895,2052.235,2101.283,2106.156
2013/8/8,2044.895,2052.235,2101.283,2106.156,2100.137
2013/8/9,2052.235,2101.283,2106.156,2100.137,2081.88
2013/8/12,2101.283,2106.156,2100.137,2081.88,2068.452
2013/8/13,2106.156,2100.137,2081.88,2068.452,2085.602
