date,value
2014/11/20,"1,494.59"
2014/11/21,"1,504.83"
2014/11/24,"1,507.81"
2014/11/25,"1,541.92"
2014/11/26,"1,554.22"
2014/11/27,"1,563.41"
2014/11/28,"1,570.85"
2014/12/1,"1,552.31"
2014/12/2,"1,565.42"
2014/12/3,"1,604.45"
2014/12/4,"1,621.85"
2014/12/5,"1,581.91"
2014/12/8,"1,567.16"
2014/12/9,"1,504.62"
2014/12/10,"1,572.69"
2014/12/11,"1,587.67"
2014/12/12,"1,623.57"
2014/12/15,"1,657.50"
2014/12/16,"1,649.58"
2014/12/17,"1,644.21"
2014/12/18,"1,634.05"
2014/12/19,"1,596.81"
2014/12/22,"1,517.93"
2014/12/23,"1,496.53"
2014/12/24,"1,519.80"
2014/12/25,"1,529.47"
2014/12/26,"1,536.08"
2014/12/29,"1,499.40"
2014/12/30,"1,460.11"
2014/12/31,"1,471.76"
2015/1/5,"1,464.77"
2015/1/6,"1,539.83"
2015/1/7,"1,523.39"
2015/1/8,"1,541.89"
2015/1/9,"1,553.24"
2015/1/12,"1,586.12"
2015/1/13,"1,601.17"
2015/1/14,"1,588.01"
2015/1/15,"1,586.34"
2015/1/16,"1,639.56"
2015/1/19,"1,630.07"
2015/1/20,"1,700.85"
2015/1/21,"1,722.58"
2015/1/22,"1,744.04"
2015/1/23,"1,697.29"
2015/1/26,"1,739.79"
2015/1/27,"1,743.68"
2015/1/28,"1,731.41"
2015/1/29,"1,711.37"
2015/1/30,"1,680.58"
2015/2/2,"1,696.83"
2015/2/3,"1,750.91"
2015/2/4,"1,757.74"
2015/2/5,"1,774.31"
2015/2/6,"1,730.97"
2015/2/9,"1,708.85"
2015/2/10,"1,747.68"
2015/2/11,"1,772.85"
2015/2/12,"1,788.81"
2015/2/13,"1,825.49"
2015/2/16,"1,896.63"
2015/2/17,"1,894.31"
2015/2/25,"1,876.75"
2015/2/26,"1,880.39"
2015/2/27,"1,928.04"
2015/3/2,"1,986.99"
2015/3/3,"1,961.74"
2015/3/4,"2,009.83"
2015/3/5,"2,014.79"
2015/3/6,"1,951.40"
2015/3/9,"1,994.39"
2015/3/10,"2,045.32"
2015/3/11,"2,035.83"
2015/3/12,"2,018.13"
2015/3/13,"2,069.07"
2015/3/16,"2,142.67"
2015/3/17,"2,137.46"
2015/3/18,"2,182.92"
2015/3/19,"2,183.88"
2015/3/20,"2,213.77"
2015/3/23,"2,293.65"
2015/3/24,"2,357.97"
2015/3/25,"2,385.01"
2015/3/26,"2,291.79"
2015/3/27,"2,323.82"
2015/3/30,"2,290.48"
2015/3/31,"2,335.17"
2015/4/1,"2,404.91"
2015/4/2,"2,475.33"
2015/4/3,"2,510.16"
2015/4/7,"2,556.70"
2015/4/8,"2,488.16"
2015/4/9,"2,496.49"
2015/4/10,"2,552.83"
2015/4/13,"2,577.78"
2015/4/14,"2,558.85"
2015/4/15,"2,441.74"
2015/4/16,"2,484.33"
2015/4/17,"2,463.99"
2015/4/20,"2,424.85"
2015/4/21,"2,566.09"
2015/4/22,"2,634.93"
2015/4/23,"2,706.19"
2015/4/24,"2,734.75"
2015/4/27,"2,747.50"
2015/4/28,"2,687.97"
2015/4/29,"2,797.52"
2015/4/30,"2,857.89"
2015/5/4,"2,845.25"
2015/5/5,"2,783.44"
2015/5/6,"2,846.56"
2015/5/7,"2,806.05"
2015/5/8,"2,973.60"
2015/5/11,"3,146.83"
2015/5/12,"3,250.30"
2015/5/13,"3,192.15"
2015/5/14,"3,141.59"
2015/5/15,"3,145.34"
2015/5/18,"3,278.48"
2015/5/19,"3,322.77"
2015/5/20,"3,406.28"
2015/5/21,"3,527.41"
2015/5/22,"3,516.63"
2015/5/25,"3,467.92"
2015/5/26,"3,618.23"
2015/5/27,"3,628.67"
2015/5/28,"3,432.98"
2015/5/29,"3,542.84"
2015/6/1,"3,718.75"
2015/6/2,"3,901.54"
2015/6/3,"3,982.25"
2015/6/4,"3,943.47"
2015/6/5,"3,885.83"
2015/6/8,"3,704.55"
2015/6/9,"3,705.54"
2015/6/10,"3,834.70"
2015/6/11,"3,862.14"
2015/6/12,"3,899.71"
2015/6/15,"3,696.03"
2015/6/16,"3,590.67"
2015/6/17,"3,741.36"
2015/6/18,"3,504.55"
2015/6/19,"3,314.98"
2015/6/23,"3,393.94"
2015/6/24,"3,383.40"
2015/6/25,"3,206.38"
2015/6/26,"2,920.70"
2015/6/29,"2,689.76"
2015/6/30,"2,858.61"
2015/7/1,"2,759.41"
2015/7/2,"2,649.32"
2015/7/3,"2,605.28"
2015/7/6,"2,493.83"
2015/7/7,"2,352.01"
2015/7/8,"2,364.05"
2015/7/9,"2,435.76"
2015/7/10,"2,535.89"
2015/7/13,"2,683.07"
2015/7/14,"2,726.05"
2015/7/15,"2,590.03"
2015/7/16,"2,627.08"
2015/7/17,"2,783.32"
2015/7/20,"2,848.30"
2015/7/21,"2,882.90"
2015/7/22,"2,897.37"
2015/7/23,"2,967.95"
2015/7/24,"2,897.82"
2015/7/27,"2,683.45"
2015/7/28,"2,581.96"
2015/7/29,"2,693.87"
2015/7/30,"2,561.19"
2015/7/31,"2,539.84"
2015/8/3,"2,399.27"
2015/8/4,"2,546.16"
2015/8/5,"2,502.04"
2015/8/6,"2,480.93"
2015/8/7,"2,576.99"
2015/8/10,"2,706.72"
2015/8/11,"2,698.91"
2015/8/12,"2,622.19"
2015/8/13,"2,684.26"
2015/8/14,"2,674.02"
2015/8/17,"2,666.29"
2015/8/18,"2,504.17"
2015/8/19,"2,570.69"
2015/8/20,"2,508.82"
2015/8/21,"2,341.95"
2015/8/24,"2,152.61"
2015/8/25,"1,990.71"
2015/8/26,"1,890.04"
2015/8/27,"1,959.49"
2015/8/28,"2,082.12"
2015/8/31,"1,996.87"
2015/9/1,"1,889.49"
2015/9/2,"1,855.03"
2015/9/7,"1,893.52"
2015/9/8,"2,001.16"
2015/9/9,"2,071.72"
2015/9/10,"2,039.12"
2015/9/11,"2,060.51"
2015/9/14,"1,906.21"
2015/9/15,"1,797.56"
2015/9/16,"1,926.25"
2015/9/17,"1,933.30"
2015/9/18,"1,983.30"
2015/9/21,"2,079.06"
2015/9/22,"2,078.72"
2015/9/23,"2,077.99"
2015/9/24,"2,106.59"
2015/9/25,"2,020.97"
2015/9/28,"2,122.26"
2015/9/29,"2,098.57"
2015/9/30,"2,082.67"
2015/10/8,"2,190.31"
2015/10/9,"2,216.66"
2015/10/12,"2,316.78"
2015/10/13,"2,342.04"
2015/10/14,"2,305.00"
2015/10/15,"2,404.53"
2015/10/16,"2,449.03"
2015/10/19,"2,433.60"
2015/10/20,"2,511.16"
2015/10/21,"2,344.74"
2015/10/22,"2,458.14"
2015/10/23,"2,538.38"
2015/10/26,"2,527.48"
2015/10/27,"2,563.96"
2015/10/28,"2,485.24"
2015/10/29,"2,485.28"
2015/10/30,"2,478.28"
2015/11/2,"2,432.04"
2015/11/3,"2,429.27"
2015/11/4,"2,584.32"
2015/11/5,"2,564.72"
2015/11/6,"2,661.41"
2015/11/9,"2,724.62"
2015/11/10,"2,746.61"
2015/11/11,"2,804.68"
2015/11/12,"2,783.30"
2015/11/13,"2,710.16"
2015/11/16,"2,797.16"
2015/11/17,"2,717.05"
2015/11/18,"2,661.17"
2015/11/19,"2,770.75"
2015/11/20,"2,800.15"
2015/11/23,"2,770.58"
2015/11/24,"2,816.05"
2015/11/25,"2,897.57"
2015/11/26,"2,833.20"
2015/11/27,"2,649.55"
2015/11/30,"2,672.58"
2015/12/1,"2,655.35"
2015/12/2,"2,613.26"
2015/12/3,"2,708.12"
2015/12/4,"2,692.16"
2015/12/7,"2,738.15"
2015/12/8,"2,691.66"
2015/12/9,"2,667.91"
2015/12/10,"2,695.51"
2015/12/11,"2,671.29"
2015/12/14,"2,709.27"
2015/12/15,"2,745.70"
2015/12/16,"2,763.11"
2015/12/17,"2,835.70"
2015/12/18,"2,830.26"
2015/12/21,"2,829.92"
2015/12/22,"2,839.85"
2015/12/23,"2,783.94"
2015/12/24,"2,795.78"
2015/12/25,"2,794.73"
2015/12/28,"2,735.49"
2015/12/29,"2,749.82"
2015/12/30,"2,779.51"
2015/12/31,"2,714.05"
2016/1/4,"2,491.24"
2016/1/5,"2,416.73"
2016/1/6,"2,468.37"
2016/1/7,"2,256.52"
2016/1/8,"2,248.99"
2016/1/11,"2,106.36"
2016/1/12,"2,147.53"
2016/1/13,"2,059.78"
2016/1/14,"2,175.01"
2016/1/15,"2,112.90"
2016/1/18,"2,174.93"
2016/1/19,"2,241.70"
2016/1/20,"2,204.65"
2016/1/21,"2,112.40"
2016/1/22,"2,149.59"
2016/1/25,"2,158.82"
2016/1/26,"1,994.05"
2016/1/27,"1,997.47"
2016/1/28,"1,906.46"
2016/1/29,"1,994.07"
2016/2/1,"1,992.70"
2016/2/2,"2,075.29"
2016/2/3,"2,090.51"
2016/2/4,"2,126.64"
2016/2/5,"2,096.99"
2016/2/15,"2,116.84"
2016/2/16,"2,201.93"
2016/2/17,"2,215.34"
2016/2/18,"2,190.91"
2016/2/19,"2,211.01"
2016/2/22,"2,245.56"
2016/2/23,"2,218.12"
2016/2/24,"2,203.74"
2016/2/25,"2,037.14"
2016/2/26,"2,014.92"
2016/2/29,"1,880.15"
2016/3/1,"1,934.92"
2016/3/2,"2,017.60"
2016/3/3,"2,007.08"
2016/3/4,"1,907.04"
2016/3/7,"1,953.33"
2016/3/8,"2,002.19"
2016/3/9,"1,970.81"
2016/3/10,"1,936.97"
2016/3/11,"1,934.87"
2016/3/14,"2,023.13"
2016/3/15,"1,996.92"
2016/3/16,"1,977.54"
2016/3/17,"2,087.29"
2016/3/18,"2,177.87"
2016/3/21,"2,227.03"
2016/3/22,"2,221.70"
2016/3/23,"2,259.11"
2016/3/24,"2,219.77"
2016/3/25,"2,216.09"
2016/3/28,"2,199.69"
2016/3/29,"2,152.55"
2016/3/30,"2,248.78"
2016/3/31,"2,238.29"
2016/4/1,"2,205.37"
2016/4/5,"2,279.52"
2016/4/6,"2,297.04"
2016/4/7,"2,248.68"
2016/4/8,"2,229.93"
2016/4/11,"2,283.14"
2016/4/12,"2,264.02"
2016/4/13,"2,294.02"
2016/4/14,"2,324.39"
2016/4/15,"2,309.68"
2016/4/18,"2,265.59"
2016/4/19,"2,272.52"
2016/4/20,"2,145.24"
2016/4/21,"2,110.16"
2016/4/22,"2,136.92"
2016/4/25,"2,126.83"
2016/4/26,"2,155.70"
2016/4/27,"2,146.61"
2016/4/28,"2,155.23"
2016/4/29,"2,138.74"
2016/5/3,"2,217.23"
2016/5/4,"2,211.02"
2016/5/5,"2,224.10"
2016/5/6,"2,129.19"
2016/5/9,"2,053.60"
2016/5/10,"2,054.22"
2016/5/11,"2,034.93"
2016/5/12,"2,034.57"
2016/5/13,"2,025.22"
2016/5/16,"2,057.86"
2016/5/17,"2,081.44"
2016/5/18,"2,020.48"
2016/5/19,"2,037.40"
2016/5/20,"2,065.30"
2016/5/23,"2,098.23"
2016/5/24,"2,075.51"
2016/5/25,"2,067.25"
2016/5/26,"2,086.01"
2016/5/27,"2,069.89"
2016/5/30,"2,058.52"
2016/5/31,"2,159.80"
2016/6/1,"2,168.82"
2016/6/2,"2,188.56"
2016/6/3,"2,204.97"
2016/6/6,"2,199.30"
2016/6/7,"2,196.73"
2016/6/8,"2,186.55"
2016/6/13,"2,054.71"
2016/6/14,"2,058.31"
2016/6/15,"2,128.80"
2016/6/16,"2,101.42"
2016/6/17,"2,122.89"
2016/6/20,"2,119.63"
2016/6/21,"2,092.00"
2016/6/22,"2,144.82"
2016/6/23,"2,137.49"
2016/6/24,"2,127.37"
2016/6/27,"2,191.81"
2016/6/28,"2,216.71"
2016/6/29,"2,209.79"
2016/6/30,"2,227.79"
2016/7/1,"2,211.18"
2016/7/4,"2,248.71"
2016/7/5,"2,246.03"
2016/7/6,"2,241.56"
2016/7/7,"2,233.92"
2016/7/8,"2,239.00"
2016/7/11,"2,218.59"
2016/7/12,"2,247.36"
2016/7/13,"2,285.37"
2016/7/14,"2,293.08"
2016/7/15,"2,263.78"
2016/7/18,"2,249.87"
2016/7/19,"2,273.72"
2016/7/20,"2,268.54"
2016/7/21,"2,265.13"
2016/7/22,"2,250.00"
2016/7/25,"2,245.89"
2016/7/26,"2,279.55"
2016/7/27,"2,155.39"
2016/7/28,"2,139.74"
2016/7/29,"2,122.41"
2016/8/1,"2,099.18"
2016/8/2,"2,113.21"
2016/8/3,"2,108.31"
2016/8/4,"2,129.65"
2016/8/5,"2,109.06"
2016/8/8,"2,130.59"
2016/8/9,"2,154.51"
2016/8/10,"2,137.00"
2016/8/11,"2,103.40"
2016/8/12,"2,123.84"
2016/8/15,"2,193.21"
2016/8/16,"2,201.10"
2016/8/17,"2,208.20"
2016/8/18,"2,201.59"
2016/8/19,"2,204.56"
2016/8/22,"2,167.40"
2016/8/23,"2,174.16"
2016/8/24,"2,192.17"
2016/8/25,"2,180.66"
2016/8/26,"2,189.75"
2016/8/29,"2,193.20"
2016/8/30,"2,195.53"
2016/8/31,"2,191.76"
2016/9/1,"2,181.33"
2016/9/2,"2,170.86"
2016/9/5,"2,182.69"
2016/9/6,"2,222.84"
2016/9/7,"2,212.05"
2016/9/8,"2,223.47"
2016/9/9,"2,202.97"
2016/9/12,"2,145.56"
2016/9/13,"2,145.87"
2016/9/14,"2,144.56"
2016/9/19,"2,165.21"
2016/9/20,"2,158.43"
2016/9/21,"2,162.13"
2016/9/22,"2,168.42"
2016/9/23,"2,156.51"
2016/9/26,"2,122.90"
2016/9/27,"2,140.80"
2016/9/28,"2,139.63"
2016/9/29,"2,146.18"
2016/9/30,"2,149.90"
2016/10/10,"2,208.47"
2016/10/11,"2,210.86"
2016/10/12,"2,209.69"
2016/10/13,"2,208.57"
2016/10/14,"2,194.23"
2016/10/17,"2,167.86"
2016/10/18,"2,198.14"
2016/10/19,"2,184.91"
2016/10/20,"2,193.26"
2016/10/21,"2,181.00"
2016/10/24,"2,200.80"
2016/10/25,"2,200.21"
2016/10/26,"2,184.49"
2016/10/27,"2,182.48"
2016/10/28,"2,165.43"
2016/10/31,"2,159.76"
2016/11/1,"2,176.45"
2016/11/2,"2,146.40"
2016/11/3,"2,153.18"
2016/11/4,"2,145.23"
2016/11/7,"2,130.30"
2016/11/8,"2,150.30"
2016/11/9,"2,123.84"
2016/11/10,"2,143.32"
2016/11/11,"2,147.11"
2016/11/14,"2,161.69"
2016/11/15,"2,179.30"
2016/11/16,"2,182.47"
2016/11/17,"2,163.04"
2016/11/18,"2,157.96"
2016/11/21,"2,152.60"
2016/11/22,"2,177.65"
2016/11/23,"2,165.71"
2016/11/24,"2,146.63"
2016/11/25,"2,167.53"
2016/11/28,"2,166.05"
2016/11/29,"2,160.35"
2016/11/30,"2,183.05"
2016/12/1,"2,181.93"
2016/12/2,"2,143.45"
2016/12/5,"2,143.88"
2016/12/6,"2,122.26"
2016/12/7,"2,134.99"
2016/12/8,"2,114.71"
2016/12/9,"2,099.89"
2016/12/12,"1,984.39"
2016/12/13,"1,985.04"
2016/12/14,"1,963.08"
2016/12/15,"1,975.85"
2016/12/16,"1,998.11"
2016/12/19,"1,980.41"
2016/12/20,"1,982.30"
2016/12/21,"1,991.70"
2016/12/22,"1,986.27"
2016/12/23,"1,964.54"
2016/12/26,"1,974.01"
2016/12/27,"1,968.62"
2016/12/28,"1,957.15"
2016/12/29,"1,959.24"
2016/12/30,"1,962.06"
2017/1/3,"1,963.26"
2017/1/4,"1,991.57"
2017/1/5,"1,983.97"
2017/1/6,"1,965.03"
2017/1/9,"1,961.62"
2017/1/10,"1,951.68"
2017/1/11,"1,937.55"
2017/1/12,"1,930.14"
2017/1/13,"1,899.94"
2017/1/16,"1,830.85"
2017/1/17,"1,867.87"
2017/1/18,"1,845.79"
2017/1/19,"1,844.14"
2017/1/20,"1,880.75"
2017/1/23,"1,887.32"
2017/1/24,"1,861.22"
2017/1/25,"1,870.70"
2017/1/26,"1,886.23"
2017/2/3,"1,876.76"
2017/2/6,"1,900.45"
2017/2/7,"1,889.13"
2017/2/8,"1,903.63"
2017/2/9,"1,914.08"
2017/2/10,"1,904.68"
2017/2/13,"1,913.68"
2017/2/14,"1,909.40"
2017/2/15,"1,892.36"
2017/2/16,"1,897.63"
2017/2/17,"1,882.87"
2017/2/20,"1,894.96"
2017/2/21,"1,921.08"
2017/2/22,"1,919.97"
2017/2/23,"1,925.95"
2017/2/24,"1,938.44"
2017/2/27,"1,926.77"
2017/2/28,"1,927.16"
2017/3/1,"1,931.97"
2017/3/2,"1,920.40"
2017/3/3,"1,928.29"
2017/3/6,"1,962.77"
2017/3/7,"1,977.85"
2017/3/8,"1,964.63"
2017/3/9,"1,953.94"
2017/3/10,"1,950.01"
2017/3/13,"1,970.88"
2017/3/14,"1,958.02"
2017/3/15,"1,957.82"
2017/3/16,"1,966.73"
2017/3/17,"1,949.66"
2017/3/20,"1,953.82"
2017/3/21,"1,961.06"
2017/3/22,"1,948.58"
2017/3/23,"1,948.37"
2017/3/24,"1,965.14"
2017/3/27,"1,947.53"
2017/3/28,"1,944.36"
2017/3/29,"1,929.20"
2017/3/30,"1,893.70"
2017/3/31,"1,907.34"
2017/4/5,"1,943.16"
2017/4/6,"1,944.23"
2017/4/7,"1,946.05"
2017/4/10,"1,912.45"
2017/4/11,"1,917.63"
2017/4/12,"1,897.51"
2017/4/13,"1,910.48"
2017/4/14,"1,887.46"
2017/4/17,"1,868.28"
2017/4/18,"1,848.20"
2017/4/19,"1,845.38"
2017/4/20,"1,850.39"
2017/4/21,"1,839.01"
2017/4/24,"1,809.91"
2017/4/25,"1,818.87"
2017/4/26,"1,820.48"
2017/4/27,"1,842.92"
2017/4/28,"1,850.73"
2017/5/2,"1,850.85"
2017/5/3,"1,840.45"
2017/5/4,"1,838.10"
2017/5/5,"1,818.19"
2017/5/8,"1,788.71"
2017/5/9,"1,802.49"
2017/5/10,"1,771.32"
2017/5/11,"1,772.41"
2017/5/12,"1,774.63"
2017/5/15,"1,778.64"
2017/5/16,"1,814.94"
2017/5/17,"1,822.64"
2017/5/18,"1,813.51"
2017/5/19,"1,801.08"
2017/5/22,"1,788.08"
2017/5/23,"1,758.23"
2017/5/24,"1,776.28"
2017/5/25,"1,777.69"
2017/5/26,"1,759.63"
2017/5/31,"1,763.73"
2017/6/1,"1,728.49"
2017/6/2,"1,745.93"
2017/6/5,"1,761.25"
2017/6/6,"1,766.39"
2017/6/7,"1,799.85"
2017/6/8,"1,794.75"
2017/6/9,"1,796.13"
2017/6/12,"1,775.55"
2017/6/13,"1,795.63"
2017/6/14,"1,790.64"
2017/6/15,"1,816.26"
2017/6/16,"1,810.05"
2017/6/19,"1,816.40"
2017/6/20,"1,820.98"
2017/6/21,"1,824.69"
2017/6/22,"1,798.38"
2017/6/23,"1,807.43"
2017/6/26,"1,821.28"
2017/6/27,"1,819.93"
2017/6/28,"1,808.20"
2017/6/29,"1,813.55"
2017/6/30,"1,818.07"
2017/7/3,"1,835.99"
2017/7/4,"1,829.51"
2017/7/5,"1,836.63"
2017/7/6,"1,839.00"
2017/7/7,"1,835.44"
2017/7/10,"1,803.25"
2017/7/11,"1,783.91"
2017/7/12,"1,786.75"
2017/7/13,"1,778.86"
2017/7/14,"1,745.57"
2017/7/17,"1,656.43"
2017/7/18,"1,667.49"
2017/7/19,"1,684.77"
2017/7/20,"1,688.61"
2017/7/21,"1,690.15"
2017/7/24,"1,686.44"
2017/7/25,"1,688.09"
2017/7/26,"1,681.31"
2017/7/27,"1,742.19"
2017/7/28,"1,734.07"
2017/7/31,"1,736.30"
2017/8/1,"1,741.07"
2017/8/2,"1,724.83"
2017/8/3,"1,733.12"
2017/8/4,"1,719.62"
2017/8/7,"1,732.43"
2017/8/8,"1,762.42"
2017/8/9,"1,763.05"
2017/8/10,"1,753.67"
2017/8/11,"1,742.14"
2017/8/14,"1,793.48"
2017/8/15,"1,798.57"
2017/8/16,"1,825.19"
2017/8/17,"1,833.40"
2017/8/18,"1,821.80"
2017/8/21,"1,829.22"
2017/8/22,"1,814.92"
2017/8/23,"1,807.37"
2017/8/24,"1,795.74"
2017/8/25,"1,812.88"
2017/8/28,"1,842.83"
2017/8/29,"1,831.59"
2017/8/30,"1,838.63"
2017/8/31,"1,849.38"
2017/9/1,"1,865.25"
2017/9/4,"1,883.62"
2017/9/5,"1,885.16"
2017/9/6,"1,902.86"
2017/9/7,"1,890.38"
2017/9/8,"1,885.27"
2017/9/11,"1,896.38"
2017/9/12,"1,884.48"
2017/9/13,"1,888.43"
2017/9/14,"1,879.25"
2017/9/15,"1,875.63"
2017/9/18,"1,894.80"
2017/9/19,"1,880.30"
2017/9/20,"1,892.67"
2017/9/21,"1,872.77"
2017/9/22,"1,866.42"
2017/9/25,"1,843.62"
2017/9/26,"1,839.46"
2017/9/27,"1,854.94"
2017/9/28,"1,854.73"
2017/9/29,"1,866.98"
2017/10/9,"1,889.84"
2017/10/10,"1,917.46"
2017/10/11,"1,901.55"
2017/10/12,"1,899.99"
2017/10/13,"1,926.07"
2017/10/16,"1,882.69"
2017/10/17,"1,876.99"
2017/10/18,"1,868.16"
2017/10/19,"1,862.61"
2017/10/20,"1,880.21"
2017/10/23,"1,898.76"
2017/10/24,"1,901.69"
2017/10/25,"1,913.26"
2017/10/26,"1,910.72"
2017/10/27,"1,896.22"
2017/10/30,"1,855.99"
2017/10/31,"1,869.79"
2017/11/1,"1,872.75"
2017/11/2,"1,847.57"
2017/11/3,"1,832.97"
2017/11/6,"1,850.30"
2017/11/7,"1,859.07"
2017/11/8,"1,866.14"
2017/11/9,"1,884.11"
2017/11/10,"1,900.63"
2017/11/13,"1,906.44"
2017/11/14,"1,896.72"
2017/11/15,"1,868.08"
2017/11/16,"1,878.26"
2017/11/17,"1,833.90"
2017/11/20,"1,859.75"
2017/11/21,"1,856.96"
2017/11/22,"1,853.38"
2017/11/23,"1,794.78"
2017/11/24,"1,782.66"
2017/11/27,"1,760.90"
2017/11/28,"1,793.87"
2017/11/29,"1,787.38"
2017/11/30,"1,770.30"
2017/12/1,"1,804.62"
2017/12/4,"1,797.77"
2017/12/5,"1,758.59"
2017/12/6,"1,784.31"
2017/12/7,"1,776.99"
2017/12/8,"1,792.16"
2017/12/11,"1,816.98"
2017/12/12,"1,798.69"
2017/12/13,"1,806.09"
2017/12/14,"1,794.34"
2017/12/15,"1,783.97"
2017/12/18,"1,780.64"
2017/12/19,"1,798.50"
2017/12/20,"1,782.41"
2017/12/21,"1,789.74"
2017/12/22,"1,779.34"
2017/12/25,"1,755.81"
2017/12/26,"1,758.82"
2017/12/27,"1,745.24"
2017/12/28,"1,745.02"
2017/12/29,"1,752.65"
2018/1/2,"1,769.67"
2018/1/3,"1,795.38"
2018/1/4,"1,794.61"
2018/1/5,"1,801.42"
2018/1/8,"1,806.16"
2018/1/9,"1,803.59"
2018/1/10,"1,791.08"
2018/1/11,"1,804.23"
2018/1/12,"1,785.71"
2018/1/15,"1,732.62"
2018/1/16,"1,729.60"
2018/1/17,"1,742.03"
2018/1/18,"1,738.00"
2018/1/19,"1,728.14"
2018/1/22,"1,768.21"
2018/1/23,"1,767.83"
2018/1/24,"1,813.28"
2018/1/25,"1,810.83"
2018/1/26,"1,816.80"
2018/1/29,"1,799.77"
2018/1/30,"1,782.40"
2018/1/31,"1,735.06"
2018/2/1,"1,697.39"
2018/2/2,"1,702.43"
2018/2/5,"1,688.27"
2018/2/6,"1,598.12"
2018/2/7,"1,616.40"
2018/2/8,"1,641.43"
2018/2/9,"1,592.51"
2018/2/12,"1,648.07"
2018/2/13,"1,648.58"
2018/2/14,"1,646.77"
2018/2/22,"1,677.76"
2018/2/23,"1,668.83"
2018/2/26,"1,729.15"
2018/2/27,"1,743.54"
2018/2/28,"1,753.63"
2018/3/1,"1,789.85"
2018/3/2,"1,772.01"
2018/3/5,"1,795.69"
2018/3/6,"1,797.61"
2018/3/7,"1,785.27"
2018/3/8,"1,793.22"
2018/3/9,"1,856.46"
2018/3/12,"1,882.41"
2018/3/13,"1,872.68"
2018/3/14,"1,841.29"
2018/3/15,"1,848.71"
2018/3/16,"1,821.32"
2018/3/19,"1,842.92"
2018/3/20,"1,864.62"
2018/3/21,"1,829.91"
2018/3/22,"1,817.23"
2018/3/23,"1,726.02"
2018/3/26,"1,780.61"
2018/3/27,"1,844.69"
2018/3/28,"1,835.15"
2018/3/29,"1,842.19"
2018/3/30,"1,900.48"
2018/4/2,"1,900.25"
2018/4/3,"1,872.47"
2018/4/4,"1,836.81"
2018/4/9,"1,841.65"
2018/4/10,"1,835.52"
2018/4/11,"1,834.63"
2018/4/12,"1,826.89"
2018/4/13,"1,824.59"
2018/4/16,"1,838.71"
2018/4/17,"1,783.74"
2018/4/18,"1,822.26"
2018/4/19,"1,820.28"
2018/4/20,"1,782.81"
2018/4/23,"1,753.05"
2018/4/24,"1,806.86"
2018/4/25,"1,819.41"
2018/4/26,"1,781.28"
2018/4/27,"1,805.60"
2018/5/2,"1,801.57"
2018/5/3,"1,826.79"
2018/5/4,"1,814.85"
2018/5/7,"1,852.34"
2018/5/8,"1,856.87"
2018/5/9,"1,855.81"
2018/5/10,"1,865.36"
2018/5/11,"1,834.78"
2018/5/14,"1,830.98"
2018/5/15,"1,858.01"
2018/5/16,"1,846.67"
2018/5/17,"1,831.20"
2018/5/18,"1,836.75"
2018/5/21,"1,862.48"
2018/5/22,"1,876.00"
2018/5/23,"1,845.97"
2018/5/24,"1,838.40"
2018/5/25,"1,804.55"
2018/5/28,"1,796.91"
2018/5/29,"1,773.65"
2018/5/30,"1,726.22"
2018/5/31,"1,743.74"
2018/6/1,"1,709.55"
2018/6/4,"1,702.93"
2018/6/5,"1,746.11"
2018/6/6,"1,743.25"
2018/6/7,"1,730.38"
2018/6/8,"1,711.52"
2018/6/11,"1,688.62"
2018/6/12,"1,712.77"
2018/6/13,"1,685.89"
2018/6/14,"1,673.32"
2018/6/15,"1,641.66"
2018/6/19,"1,547.15"
2018/6/20,"1,563.79"
2018/6/21,"1,521.68"
2018/6/22,"1,549.66"
2018/6/25,"1,538.57"
2018/6/26,"1,564.92"
2018/6/27,"1,546.23"
2018/6/28,"1,543.66"
2018/6/29,"1,606.71"
2018/7/2,"1,588.37"
2018/7/3,"1,607.12"
2018/7/4,"1,565.61"
2018/7/5,"1,532.68"
2018/7/6,"1,541.31"
2018/7/9,"1,581.93"
2018/7/10,"1,592.98"
2018/7/11,"1,563.01"
2018/7/12,"1,614.63"
2018/7/13,"1,618.46"
2018/7/16,"1,616.91"
2018/7/17,"1,621.63"
2018/7/18,"1,607.88"
2018/7/19,"1,590.06"
2018/7/20,"1,609.55"
2018/7/23,"1,620.97"
2018/7/24,"1,629.61"
2018/7/25,"1,632.32"
2018/7/26,"1,606.12"
2018/7/27,"1,594.57"
2018/7/30,"1,559.64"
2018/7/31,"1,561.26"
2018/8/1,"1,541.86"
2018/8/2,"1,510.09"
2018/8/3,"1,481.61"
2018/8/6,"1,440.80"
2018/8/7,"1,479.44"
2018/8/8,"1,447.76"
2018/8/9,"1,497.61"
2018/8/10,"1,511.71"
2018/8/13,"1,531.34"
2018/8/14,"1,518.49"
2018/8/15,"1,478.51"
2018/8/16,"1,463.87"
2018/8/17,"1,434.31"
2018/8/20,"1,435.69"
2018/8/21,"1,456.97"
2018/8/22,"1,439.55"
2018/8/23,"1,455.50"
2018/8/24,"1,450.09"
2018/8/27,"1,493.43"
2018/8/28,"1,493.11"
2018/8/29,"1,481.19"
2018/8/30,"1,457.92"
2018/8/31,"1,435.20"
2018/9/3,"1,443.69"
2018/9/4,"1,455.50"
2018/9/5,"1,430.24"
2018/9/6,"1,422.87"
2018/9/7,"1,425.23"
2018/9/10,"1,390.82"
2018/9/11,"1,395.17"
